CaseID,ActivityID,CompleteTimestamp,attribute1,attribute2,attribute3,attribute4,attribute5
Case No. 285,0,2018/07/08 19:02:16,0,0,3,2,2
Case No. 285,2,2018/07/08 19:02:17,2,0,1,2,2
Case No. 285,7,2018/07/08 19:30:11,3,0,3,2,2
Case No. 285,1,2018/07/08 19:50:35,0,0,3,2,2
Case No. 285,3,2018/07/08 20:00:28,2,0,3,2,2
Case No. 285,3,2018/07/08 20:19:59,2,0,3,2,2
Case No. 285,0,2018/07/08 20:22:19,2,0,3,2,2
Case No. 285,0,2018/07/08 20:53:39,2,0,3,2,2
Case No. 285,0,2018/07/08 20:54:18,2,0,3,2,2
Case No. 285,0,2018/07/08 21:09:11,2,0,3,2,2
Case No. 285,0,2018/07/08 21:14:01,2,0,3,2,2
Case No. 285,0,2018/07/08 21:16:38,2,0,3,2,2
Case No. 285,0,2018/07/08 21:32:23,2,0,3,2,2
Case No. 285,0,2018/07/08 21:40:18,2,0,3,2,2
Case No. 285,0,2018/07/08 22:12:20,2,0,3,2,2
Case No. 285,0,2018/07/08 22:21:09,2,0,3,2,2
Case No. 285,0,2018/07/08 22:24:10,2,0,3,2,2
Case No. 285,0,2018/07/08 22:25:53,2,0,3,2,2
Case No. 285,0,2018/07/08 22:33:01,2,0,3,2,2
Case No. 285,6,2018/07/08 22:48:43,0,0,3,2,2
Case No. 286,0,2018/07/08 23:11:05,0,0,3,2,2
Case No. 286,2,2018/07/08 23:29:41,2,0,1,2,2
Case No. 286,7,2018/07/08 23:37:40,3,0,3,2,2
Case No. 286,1,2018/07/08 23:41:32,0,0,3,2,2
Case No. 286,3,2018/07/08 23:50:58,2,0,3,2,2
Case No. 286,0,2018/07/08 23:55:28,2,0,3,2,2
Case No. 286,0,2018/07/09 00:02:08,2,0,3,2,2
Case No. 286,0,2018/07/09 00:12:47,2,0,3,2,2
Case No. 286,0,2018/07/09 00:56:52,2,0,3,2,2
Case No. 286,0,2018/07/09 00:59:16,2,0,3,2,2
Case No. 286,0,2018/07/09 01:01:02,2,0,3,2,2
Case No. 286,0,2018/07/09 01:03:13,2,0,3,2,2
Case No. 286,0,2018/07/09 01:51:44,2,0,3,2,2
Case No. 286,0,2018/07/09 02:13:15,2,0,3,2,2
Case No. 286,0,2018/07/09 02:30:07,2,0,3,2,2
Case No. 286,0,2018/07/09 02:37:39,2,0,3,2,2
Case No. 286,0,2018/07/09 02:40:35,2,0,3,2,2
Case No. 286,0,2018/07/09 02:42:57,2,0,3,2,2
Case No. 286,0,2018/07/09 02:43:05,2,0,3,2,2
Case No. 286,6,2018/07/09 02:46:29,0,0,3,2,2
Case No. 287,0,2018/07/09 03:12:58,0,0,3,2,2
Case No. 287,2,2018/07/09 03:15:40,2,0,1,2,2
Case No. 287,7,2018/07/09 03:16:23,3,0,3,2,2
Case No. 287,1,2018/07/09 03:22:28,0,0,3,2,2
Case No. 287,0,2018/07/09 03:33:25,2,0,3,2,2
Case No. 287,0,2018/07/09 03:33:51,2,0,3,2,2
Case No. 287,0,2018/07/09 03:44:34,2,0,3,2,2
Case No. 287,0,2018/07/09 03:44:45,2,0,3,2,2
Case No. 287,0,2018/07/09 04:09:21,2,0,3,2,2
Case No. 287,0,2018/07/09 04:18:01,2,0,3,2,2
Case No. 287,0,2018/07/09 05:09:15,2,0,3,2,2
Case No. 287,0,2018/07/09 05:15:12,2,0,3,2,2
Case No. 287,0,2018/07/09 06:00:05,2,0,3,2,2
Case No. 287,0,2018/07/09 06:08:59,2,0,3,2,2
Case No. 287,0,2018/07/09 06:20:04,2,0,3,2,2
Case No. 287,0,2018/07/09 06:20:36,2,0,3,2,2
Case No. 287,0,2018/07/09 06:22:15,2,0,3,2,2
Case No. 287,0,2018/07/09 06:23:04,2,0,3,2,2
Case No. 287,0,2018/07/09 06:23:26,2,0,3,2,2
Case No. 287,6,2018/07/09 06:41:20,0,0,3,2,2
Case No. 288,0,2018/07/09 06:57:59,0,0,3,2,2
Case No. 288,2,2018/07/09 07:04:03,2,0,1,2,2
Case No. 288,7,2018/07/09 07:07:38,3,0,3,2,2
Case No. 288,1,2018/07/09 07:11:35,0,0,3,2,2
Case No. 288,0,2018/07/09 07:14:50,2,0,3,2,2
Case No. 288,0,2018/07/09 07:22:57,2,0,3,2,2
Case No. 288,0,2018/07/09 07:27:32,2,0,3,2,2
Case No. 288,0,2018/07/09 07:43:27,2,0,3,2,2
Case No. 288,0,2018/07/09 07:53:03,2,0,3,2,2
Case No. 288,0,2018/07/09 08:14:18,2,0,3,2,2
Case No. 288,0,2018/07/09 08:19:33,2,0,3,2,2
Case No. 288,0,2018/07/09 08:56:32,2,0,3,2,2
Case No. 288,0,2018/07/09 09:02:27,2,0,3,2,2
Case No. 288,0,2018/07/09 09:04:35,2,0,3,2,2
Case No. 288,0,2018/07/09 09:21:37,2,0,3,2,2
Case No. 288,0,2018/07/09 09:45:59,2,0,3,2,2
Case No. 288,0,2018/07/09 10:09:37,2,0,3,2,2
Case No. 288,0,2018/07/09 10:10:16,2,0,3,2,2
Case No. 288,0,2018/07/09 10:10:50,2,0,0,2,2
Case No. 288,6,2018/07/09 10:16:27,0,0,3,2,2
Case No. 289,0,2018/07/09 11:01:23,0,0,3,2,2
Case No. 289,2,2018/07/09 11:41:22,2,0,1,2,2
Case No. 289,7,2018/07/09 11:45:14,3,0,3,2,2
Case No. 289,1,2018/07/09 11:48:45,0,0,3,2,2
Case No. 289,0,2018/07/09 11:58:02,2,0,3,2,2
Case No. 289,0,2018/07/09 12:00:22,2,0,3,2,2
Case No. 289,0,2018/07/09 12:02:41,2,0,3,2,2
Case No. 289,0,2018/07/09 12:59:09,2,0,3,2,2
Case No. 289,0,2018/07/09 13:08:01,2,0,3,2,2
Case No. 289,0,2018/07/09 13:09:32,2,0,3,2,2
Case No. 289,0,2018/07/09 13:20:33,2,0,3,2,2
Case No. 289,0,2018/07/09 13:31:21,2,0,3,2,2
Case No. 289,0,2018/07/09 13:44:54,2,0,3,2,2
Case No. 289,0,2018/07/09 13:53:36,2,0,3,2,2
Case No. 289,0,2018/07/09 13:56:33,2,0,3,2,2
Case No. 289,0,2018/07/09 14:13:57,2,0,3,2,0
Case No. 289,0,2018/07/09 14:30:02,2,0,3,2,2
Case No. 289,0,2018/07/09 14:32:19,2,0,3,2,2
Case No. 289,0,2018/07/09 14:35:07,2,0,3,2,2
Case No. 289,6,2018/07/09 14:50:42,0,0,3,2,2
Case No. 290,0,2018/07/09 15:07:32,0,3,3,2,2
Case No. 290,2,2018/07/09 15:35:29,2,0,1,2,2
Case No. 290,7,2018/07/09 15:53:34,3,0,3,2,2
Case No. 290,1,2018/07/09 16:07:48,0,0,3,2,2
Case No. 290,0,2018/07/09 16:09:28,2,0,3,2,2
Case No. 290,0,2018/07/09 16:13:12,2,0,3,2,2
Case No. 290,0,2018/07/09 16:33:10,2,0,3,2,2
Case No. 290,0,2018/07/09 16:39:27,2,0,3,2,2
Case No. 290,0,2018/07/09 16:48:45,2,0,3,2,2
Case No. 290,0,2018/07/09 16:57:56,2,0,3,2,2
Case No. 290,0,2018/07/09 17:08:57,2,0,3,2,2
Case No. 290,0,2018/07/09 17:09:58,2,0,3,2,2
Case No. 290,0,2018/07/09 17:16:36,2,0,3,2,2
Case No. 290,0,2018/07/09 17:33:31,2,0,3,2,2
Case No. 290,0,2018/07/09 17:33:50,2,0,3,2,2
Case No. 290,0,2018/07/09 17:37:32,2,0,3,2,2
Case No. 290,0,2018/07/09 17:40:40,2,0,3,2,2
Case No. 290,0,2018/07/09 17:52:17,2,0,3,2,2
Case No. 290,0,2018/07/09 18:35:17,2,0,3,2,2
Case No. 290,6,2018/07/09 18:50:10,0,0,3,2,2
Case No. 291,0,2018/07/09 18:54:53,0,1,3,2,2
Case No. 291,2,2018/07/09 18:58:40,2,0,1,2,2
Case No. 291,7,2018/07/09 19:17:12,3,0,3,2,2
Case No. 291,1,2018/07/09 19:50:50,0,0,3,2,2
Case No. 291,0,2018/07/09 19:55:26,2,0,3,2,2
Case No. 291,0,2018/07/09 20:00:55,2,0,3,2,2
Case No. 291,0,2018/07/09 20:03:15,2,0,3,2,2
Case No. 291,0,2018/07/09 20:14:31,2,0,3,2,2
Case No. 291,0,2018/07/09 20:35:30,2,0,3,2,2
Case No. 291,0,2018/07/09 20:37:58,2,0,3,2,2
Case No. 291,0,2018/07/09 20:39:31,2,0,3,2,2
Case No. 291,0,2018/07/09 20:42:21,2,0,3,2,2
Case No. 291,0,2018/07/09 20:44:31,2,0,3,2,2
Case No. 291,0,2018/07/09 21:12:35,2,0,3,2,2
Case No. 291,0,2018/07/09 21:35:05,2,0,3,2,2
Case No. 291,0,2018/07/09 21:46:02,2,0,3,2,2
Case No. 291,0,2018/07/09 22:13:35,2,0,3,2,2
Case No. 291,0,2018/07/09 22:24:56,2,0,3,2,2
Case No. 291,0,2018/07/09 22:24:59,2,0,3,2,2
Case No. 291,6,2018/07/09 22:49:19,0,0,3,2,2
Case No. 292,0,2018/07/09 22:53:27,0,2,3,2,2
Case No. 292,2,2018/07/09 22:55:29,2,0,1,2,2
Case No. 292,7,2018/07/09 22:56:17,3,0,3,2,2
Case No. 292,1,2018/07/09 23:10:11,0,0,3,2,2
Case No. 292,0,2018/07/09 23:21:19,2,0,3,2,2
Case No. 292,0,2018/07/09 23:36:25,2,0,3,2,2
Case No. 292,0,2018/07/09 23:39:13,2,0,3,2,2
Case No. 292,0,2018/07/09 23:45:35,2,0,3,2,2
Case No. 292,0,2018/07/09 23:53:50,2,0,3,2,2
Case No. 292,0,2018/07/09 23:58:51,2,0,3,2,2
Case No. 292,0,2018/07/10 00:16:07,2,0,3,2,2
Case No. 292,0,2018/07/10 00:17:17,2,0,3,2,2
Case No. 292,0,2018/07/10 00:49:38,2,0,3,2,2
Case No. 292,0,2018/07/10 01:23:38,2,0,3,2,2
Case No. 292,0,2018/07/10 01:34:15,2,0,3,2,2
Case No. 292,0,2018/07/10 01:54:03,2,0,3,2,2
Case No. 292,0,2018/07/10 02:25:27,2,0,3,2,2
Case No. 292,0,2018/07/10 02:32:06,2,0,3,2,2
Case No. 292,0,2018/07/10 02:33:32,2,0,3,2,2
Case No. 292,6,2018/07/10 02:43:42,0,0,3,2,2
Case No. 293,0,2018/07/10 03:04:58,0,2,3,3,2
Case No. 293,2,2018/07/10 03:07:15,2,0,1,2,2
Case No. 293,7,2018/07/10 03:15:35,3,0,3,2,2
Case No. 293,1,2018/07/10 03:30:22,0,0,3,2,2
Case No. 293,0,2018/07/10 03:39:06,2,0,3,2,2
Case No. 293,0,2018/07/10 03:49:11,2,0,3,2,2
Case No. 293,0,2018/07/10 03:52:00,2,0,3,2,2
Case No. 293,0,2018/07/10 04:04:49,2,0,3,2,2
Case No. 293,0,2018/07/10 04:19:57,2,0,3,2,2
Case No. 293,0,2018/07/10 04:28:28,2,0,3,2,2
Case No. 293,0,2018/07/10 04:42:03,2,0,3,2,2
Case No. 293,0,2018/07/10 05:04:53,2,0,3,2,2
Case No. 293,0,2018/07/10 05:05:39,2,0,3,2,2
Case No. 293,0,2018/07/10 05:23:13,2,0,3,2,2
Case No. 293,0,2018/07/10 05:45:06,2,0,3,2,2
Case No. 293,0,2018/07/10 05:55:40,2,0,3,2,2
Case No. 293,0,2018/07/10 06:01:18,2,0,3,2,2
Case No. 293,0,2018/07/10 06:26:07,2,0,3,2,2
Case No. 293,0,2018/07/10 06:31:46,2,0,3,2,2
Case No. 293,6,2018/07/10 06:44:52,0,0,3,2,2
Case No. 294,0,2018/07/10 06:57:23,0,0,3,3,2
Case No. 294,2,2018/07/10 06:59:04,2,0,1,2,2
Case No. 294,7,2018/07/10 07:06:02,3,0,3,2,2
Case No. 294,1,2018/07/10 07:16:26,0,0,3,2,2
Case No. 294,0,2018/07/10 07:40:13,2,0,3,2,2
Case No. 294,0,2018/07/10 07:56:32,2,0,3,2,2
Case No. 294,0,2018/07/10 08:26:30,2,0,3,2,2
Case No. 294,0,2018/07/10 08:27:51,2,0,3,2,2
Case No. 294,0,2018/07/10 08:28:19,2,0,3,2,2
Case No. 294,0,2018/07/10 08:35:31,2,0,3,2,2
Case No. 294,0,2018/07/10 08:44:04,2,0,3,2,2
Case No. 294,0,2018/07/10 08:47:59,2,0,3,2,2
Case No. 294,0,2018/07/10 08:54:08,2,0,3,2,2
Case No. 294,0,2018/07/10 08:59:52,2,0,3,2,2
Case No. 294,0,2018/07/10 09:32:49,2,0,3,2,2
Case No. 294,0,2018/07/10 09:43:08,2,0,3,2,2
Case No. 294,0,2018/07/10 09:51:33,2,0,3,2,2
Case No. 294,0,2018/07/10 10:01:06,2,0,3,2,2
Case No. 294,0,2018/07/10 10:30:11,2,0,3,2,2
Case No. 294,6,2018/07/10 10:43:43,0,0,3,2,2
Case No. 295,0,2018/07/10 11:22:14,0,3,3,3,2
Case No. 295,2,2018/07/10 11:25:56,2,0,1,2,2
Case No. 295,7,2018/07/10 11:33:53,3,0,3,2,2
Case No. 295,1,2018/07/10 12:00:00,0,0,3,2,2
Case No. 295,0,2018/07/10 12:11:14,2,0,3,2,2
Case No. 295,0,2018/07/10 12:16:36,2,0,3,2,2
Case No. 295,0,2018/07/10 12:23:42,2,0,3,2,2
Case No. 295,0,2018/07/10 12:49:11,2,0,3,2,2
Case No. 295,0,2018/07/10 12:55:04,2,0,3,2,2
Case No. 295,0,2018/07/10 13:19:55,2,0,3,2,2
Case No. 295,0,2018/07/10 13:26:48,2,0,3,2,2
Case No. 295,0,2018/07/10 13:32:03,2,0,3,2,2
Case No. 295,0,2018/07/10 13:44:03,2,0,3,2,2
Case No. 295,0,2018/07/10 13:54:58,2,0,3,2,2
Case No. 295,0,2018/07/10 14:02:27,2,0,3,2,2
Case No. 295,0,2018/07/10 14:12:33,2,0,3,2,2
Case No. 295,0,2018/07/10 14:24:50,2,0,3,2,2
Case No. 295,0,2018/07/10 14:26:38,2,0,3,2,2
Case No. 295,0,2018/07/10 14:39:02,2,0,3,2,2
Case No. 295,6,2018/07/10 14:48:53,0,0,3,2,2
Case No. 296,0,2018/07/10 15:09:00,0,1,3,3,2
Case No. 296,2,2018/07/10 15:34:10,2,0,1,2,2
Case No. 296,7,2018/07/10 15:50:28,3,0,3,2,2
Case No. 296,1,2018/07/10 16:11:26,0,0,3,2,2
Case No. 296,0,2018/07/10 16:25:26,2,0,3,2,2
Case No. 296,0,2018/07/10 16:57:48,2,0,3,2,2
Case No. 296,0,2018/07/10 17:02:41,2,0,3,2,2
Case No. 296,0,2018/07/10 17:05:16,2,0,3,2,2
Case No. 296,0,2018/07/10 17:05:25,2,0,3,2,2
Case No. 296,0,2018/07/10 17:10:14,2,0,3,2,2
Case No. 296,0,2018/07/10 17:51:43,2,0,3,2,2
Case No. 296,0,2018/07/10 18:01:52,2,0,3,2,2
Case No. 296,0,2018/07/10 18:20:02,2,0,3,2,2
Case No. 296,0,2018/07/10 18:26:17,2,0,3,2,2
Case No. 296,0,2018/07/10 18:29:16,2,0,3,2,2
Case No. 296,0,2018/07/10 18:32:07,2,0,3,2,2
Case No. 296,0,2018/07/10 18:40:48,2,0,3,2,2
Case No. 296,0,2018/07/10 18:43:01,2,0,3,2,2
Case No. 296,0,2018/07/10 18:49:02,2,0,3,2,2
Case No. 296,6,2018/07/10 18:49:27,0,0,3,2,2
Case No. 297,0,2018/07/10 19:04:30,0,2,3,1,2
Case No. 297,2,2018/07/10 19:07:40,2,0,1,2,2
Case No. 297,7,2018/07/10 19:34:22,3,0,3,2,2
Case No. 297,1,2018/07/10 19:35:27,0,0,3,2,2
Case No. 297,0,2018/07/10 19:55:14,2,0,3,2,2
Case No. 297,0,2018/07/10 20:03:48,2,0,3,2,2
Case No. 297,0,2018/07/10 20:11:22,2,0,3,2,2
Case No. 297,0,2018/07/10 20:13:57,2,0,3,2,2
Case No. 297,0,2018/07/10 20:17:49,2,0,3,2,2
Case No. 297,0,2018/07/10 20:18:11,2,0,3,2,2
Case No. 297,0,2018/07/10 21:03:49,2,0,3,2,2
Case No. 297,0,2018/07/10 21:23:48,2,0,3,2,2
Case No. 297,0,2018/07/10 21:30:02,2,0,3,2,2
Case No. 297,0,2018/07/10 21:43:00,2,0,3,2,2
Case No. 297,0,2018/07/10 22:09:15,2,0,3,2,2
Case No. 297,0,2018/07/10 22:34:40,2,0,3,2,2
Case No. 297,0,2018/07/10 22:35:14,2,0,3,2,2
Case No. 297,0,2018/07/10 22:37:01,2,0,3,2,2
Case No. 297,0,2018/07/10 22:37:06,2,0,3,2,2
Case No. 297,6,2018/07/10 22:41:29,0,0,3,2,2
Case No. 298,6,2018/07/06 11:07:45,0,0,2,1,2
Case No. 298,2,2018/07/06 11:24:08,0,0,1,1,3
Case No. 298,7,2018/07/06 11:40:03,3,0,3,1,3
Case No. 298,1,2018/07/06 11:50:02,0,1,2,2,3
Case No. 298,3,2018/07/06 11:52:37,0,2,1,2,1
Case No. 298,2,2018/07/06 12:07:32,0,0,3,1,3
Case No. 298,1,2018/07/06 12:08:47,0,0,2,1,1
Case No. 298,1,2018/07/06 12:16:06,0,3,2,0,1
Case No. 298,1,2018/07/06 12:27:32,0,1,2,1,3
Case No. 298,1,2018/07/06 12:35:41,1,3,2,2,3
Case No. 298,1,2018/07/06 12:54:20,1,0,2,1,3
Case No. 298,1,2018/07/06 13:03:00,1,0,2,2,3
Case No. 298,1,2018/07/06 13:07:52,0,0,2,1,3
Case No. 298,1,2018/07/06 13:13:47,0,0,1,2,3
Case No. 298,6,2018/07/06 13:29:02,0,0,2,1,3
Case No. 298,1,2018/07/06 13:29:58,0,0,2,1,3
Case No. 298,3,2018/07/06 13:47:06,1,0,2,1,3
Case No. 298,0,2018/07/06 13:54:23,0,0,2,1,2
Case No. 298,1,2018/07/06 14:41:05,0,0,3,1,3
Case No. 298,1,2018/07/06 14:42:52,2,0,2,3,3
Case No. 299,6,2018/07/06 14:55:05,0,0,2,1,3
Case No. 299,6,2018/07/06 15:04:04,1,0,2,1,3
Case No. 299,7,2018/07/06 15:09:07,1,0,2,1,3
Case No. 299,2,2018/07/06 15:10:39,1,0,1,1,3
Case No. 299,2,2018/07/06 15:22:51,2,1,2,3,2
Case No. 299,0,2018/07/06 15:39:08,0,0,2,2,3
Case No. 299,1,2018/07/06 15:48:59,3,3,3,1,3
Case No. 299,1,2018/07/06 15:49:52,2,0,2,1,3
Case No. 299,1,2018/07/06 16:30:22,3,3,2,1,2
Case No. 299,1,2018/07/06 16:40:14,2,0,1,1,1
Case No. 299,7,2018/07/06 16:49:37,1,3,2,1,3
Case No. 299,0,2018/07/06 17:04:57,1,0,2,3,3
Case No. 299,7,2018/07/06 17:32:20,3,0,2,1,3
Case No. 299,7,2018/07/06 17:33:55,2,0,2,1,3
Case No. 299,0,2018/07/06 17:51:32,3,0,2,1,3
Case No. 299,1,2018/07/06 17:55:44,0,0,2,1,3
Case No. 299,1,2018/07/06 18:15:40,3,0,2,2,2
Case No. 299,1,2018/07/06 18:28:21,3,3,1,3,3
Case No. 299,1,2018/07/06 18:39:24,2,0,2,2,2
Case No. 299,7,2018/07/06 18:49:35,0,3,3,1,3
Case No. 300,0,2018/07/06 19:05:50,0,0,1,1,1
Case No. 300,6,2018/07/06 19:36:45,0,2,1,2,3
Case No. 300,5,2018/07/06 19:37:30,0,0,2,1,1
Case No. 300,2,2018/07/06 19:38:26,1,0,1,1,3
Case No. 300,0,2018/07/06 19:59:21,0,0,1,1,3
Case No. 300,1,2018/07/06 20:57:15,0,0,2,1,3
Case No. 300,6,2018/07/06 21:01:08,1,0,2,1,1
Case No. 300,7,2018/07/06 21:18:39,2,0,2,1,3
Case No. 300,7,2018/07/06 21:19:40,3,0,2,1,3
Case No. 300,4,2018/07/06 21:31:32,1,0,2,2,3
Case No. 300,6,2018/07/06 21:36:01,1,0,2,3,3
Case No. 300,2,2018/07/06 21:51:52,1,0,2,1,3
Case No. 300,1,2018/07/06 21:58:09,2,1,2,1,2
Case No. 300,1,2018/07/06 22:04:07,1,0,2,0,3
Case No. 300,0,2018/07/06 22:13:09,1,0,2,1,3
Case No. 300,0,2018/07/06 22:17:22,1,0,2,1,3
Case No. 300,0,2018/07/06 22:27:29,1,1,2,2,3
Case No. 300,3,2018/07/06 22:33:04,1,0,3,3,3
Case No. 300,0,2018/07/06 22:45:11,1,2,1,2,3
Case No. 300,6,2018/07/06 22:47:33,2,0,2,1,1
Case No. 301,0,2018/07/06 23:19:24,0,0,0,3,3
Case No. 301,1,2018/07/06 23:30:37,0,0,2,2,3
Case No. 301,2,2018/07/06 23:42:49,1,0,1,1,1
Case No. 301,0,2018/07/07 00:00:06,0,0,2,1,3
Case No. 301,6,2018/07/07 00:08:01,1,0,2,1,3
Case No. 301,6,2018/07/07 00:11:40,0,3,2,1,3
Case No. 301,1,2018/07/07 00:23:52,0,0,2,1,3
Case No. 301,6,2018/07/07 00:29:12,1,0,2,1,3
Case No. 301,2,2018/07/07 00:32:18,1,0,2,1,3
Case No. 301,7,2018/07/07 00:40:38,1,0,3,3,3
Case No. 301,0,2018/07/07 00:42:12,1,0,2,1,3
Case No. 301,0,2018/07/07 00:58:08,1,0,2,1,3
Case No. 301,0,2018/07/07 01:05:21,1,0,2,1,3
Case No. 301,7,2018/07/07 01:11:23,3,0,2,1,3
Case No. 301,3,2018/07/07 01:32:32,2,0,2,1,3
Case No. 301,6,2018/07/07 01:33:20,2,0,2,1,3
Case No. 301,4,2018/07/07 01:39:31,1,0,2,1,2
Case No. 301,2,2018/07/07 01:43:04,1,3,1,1,3
Case No. 301,4,2018/07/07 01:44:43,1,1,2,1,3
Case No. 301,0,2018/07/07 01:51:04,1,3,2,1,3
Case No. 302,0,2018/07/07 03:06:32,0,3,2,1,3
Case No. 302,2,2018/07/07 03:12:40,1,0,2,1,3
Case No. 302,6,2018/07/07 03:16:04,1,0,2,1,3
Case No. 302,2,2018/07/07 03:59:18,1,0,2,3,3
Case No. 302,6,2018/07/07 04:05:56,1,3,2,1,3
Case No. 302,6,2018/07/07 04:10:57,0,0,2,1,3
Case No. 302,0,2018/07/07 04:23:18,1,0,2,1,2
Case No. 302,0,2018/07/07 04:45:05,1,0,2,1,3
Case No. 302,6,2018/07/07 04:48:39,1,0,1,1,3
Case No. 302,0,2018/07/07 04:58:44,2,0,2,3,3
Case No. 302,1,2018/07/07 05:06:17,0,0,2,1,3
Case No. 302,2,2018/07/07 05:26:24,1,0,1,1,3
Case No. 302,0,2018/07/07 05:26:42,1,0,2,1,3
Case No. 302,0,2018/07/07 05:42:42,1,0,2,1,3
Case No. 302,2,2018/07/07 05:58:31,2,0,2,1,3
Case No. 302,7,2018/07/07 06:14:55,3,0,2,1,3
Case No. 302,6,2018/07/07 06:22:28,1,0,2,1,3
Case No. 302,3,2018/07/07 06:32:17,2,0,2,1,3
Case No. 302,3,2018/07/07 06:34:34,1,0,2,1,3
Case No. 302,3,2018/07/07 06:43:09,1,0,2,1,3
Case No. 303,0,2018/07/07 06:55:56,0,0,2,2,3
Case No. 303,1,2018/07/07 06:56:39,0,0,1,1,3
Case No. 303,2,2018/07/07 06:56:57,1,0,1,1,3
Case No. 303,4,2018/07/07 07:32:07,1,0,2,1,3
Case No. 303,3,2018/07/07 08:10:54,1,3,1,1,2
Case No. 303,7,2018/07/07 08:23:04,3,0,2,1,3
Case No. 303,0,2018/07/07 08:29:23,0,0,1,2,3
Case No. 303,0,2018/07/07 08:46:45,3,0,2,1,3
Case No. 303,1,2018/07/07 09:06:50,0,2,1,1,3
Case No. 303,6,2018/07/07 09:17:38,1,1,2,1,3
Case No. 303,0,2018/07/07 09:18:04,1,0,2,1,3
Case No. 303,1,2018/07/07 09:26:05,1,0,2,1,3
Case No. 303,0,2018/07/07 09:30:17,3,0,2,1,3
Case No. 303,1,2018/07/07 09:30:48,1,0,2,1,3
Case No. 303,6,2018/07/07 09:33:27,1,0,2,1,3
Case No. 303,0,2018/07/07 09:43:48,2,0,2,1,3
Case No. 303,0,2018/07/07 09:59:57,1,0,2,2,3
Case No. 303,6,2018/07/07 10:04:58,0,0,1,1,3
Case No. 303,6,2018/07/07 10:33:59,2,0,2,3,2
Case No. 303,7,2018/07/07 10:40:00,1,0,2,1,3
Case No. 304,7,2018/07/07 10:53:46,0,2,2,1,0
Case No. 304,7,2018/07/07 10:59:15,2,0,1,1,3
Case No. 304,0,2018/07/07 11:30:59,0,0,2,1,3
Case No. 304,6,2018/07/07 12:17:56,3,0,2,1,3
Case No. 304,0,2018/07/07 12:23:10,3,0,2,2,3
Case No. 304,7,2018/07/07 12:36:20,2,0,2,2,3
Case No. 304,2,2018/07/07 12:47:45,1,0,1,1,3
Case No. 304,1,2018/07/07 12:49:23,0,0,2,1,3
Case No. 304,6,2018/07/07 12:51:12,0,0,2,1,3
Case No. 304,1,2018/07/07 12:53:12,3,0,2,1,3
Case No. 304,6,2018/07/07 12:54:37,2,0,2,1,1
Case No. 304,7,2018/07/07 13:04:28,3,0,2,1,3
Case No. 304,0,2018/07/07 13:55:24,1,0,2,2,3
Case No. 304,6,2018/07/07 14:07:41,1,0,2,1,3
Case No. 304,2,2018/07/07 14:16:46,1,0,2,1,3
Case No. 304,0,2018/07/07 14:29:36,1,0,2,1,3
Case No. 304,3,2018/07/07 14:32:54,0,0,2,1,3
Case No. 304,0,2018/07/07 14:33:21,1,0,2,1,3
Case No. 304,0,2018/07/07 14:34:04,1,0,2,1,3
Case No. 304,3,2018/07/07 14:46:06,1,0,2,1,3
Case No. 305,0,2018/07/07 14:54:27,0,0,2,1,1
Case No. 305,1,2018/07/07 15:13:18,0,3,2,1,2
Case No. 305,0,2018/07/07 15:43:28,3,0,2,1,3
Case No. 305,7,2018/07/07 15:55:35,2,3,3,3,3
Case No. 305,2,2018/07/07 16:22:49,3,0,1,3,3
Case No. 305,6,2018/07/07 16:35:36,1,0,2,0,2
Case No. 305,7,2018/07/07 16:48:29,2,0,2,1,2
Case No. 305,6,2018/07/07 17:03:32,1,0,2,1,3
Case No. 305,7,2018/07/07 17:11:53,3,0,2,1,3
Case No. 305,0,2018/07/07 17:41:55,1,0,1,3,2
Case No. 305,6,2018/07/07 17:46:28,0,0,2,1,3
Case No. 305,6,2018/07/07 17:55:11,2,0,2,1,3
Case No. 305,0,2018/07/07 18:03:14,1,0,2,1,3
Case No. 305,3,2018/07/07 18:12:10,1,0,2,1,3
Case No. 305,3,2018/07/07 18:16:35,0,0,2,2,3
Case No. 305,3,2018/07/07 18:17:57,1,0,2,1,3
Case No. 305,0,2018/07/07 18:23:44,2,0,2,1,3
Case No. 305,0,2018/07/07 18:27:20,1,0,1,1,3
Case No. 305,0,2018/07/07 18:28:44,1,0,2,1,3
Case No. 305,0,2018/07/07 18:51:16,2,0,2,1,3
Case No. 306,0,2018/07/07 18:55:44,0,0,1,1,2
Case No. 306,2,2018/07/07 19:01:27,1,0,1,1,3
Case No. 306,2,2018/07/07 19:17:40,1,0,2,1,3
Case No. 306,6,2018/07/07 19:18:42,3,0,2,1,3
Case No. 306,6,2018/07/07 19:21:01,1,0,2,1,3
Case No. 306,7,2018/07/07 19:34:44,0,0,2,1,3
Case No. 306,6,2018/07/07 19:37:51,0,0,2,2,3
Case No. 306,3,2018/07/07 19:45:18,1,3,2,1,3
Case No. 306,0,2018/07/07 20:01:36,1,0,2,1,3
Case No. 306,7,2018/07/07 20:05:56,3,0,2,1,3
Case No. 306,7,2018/07/07 20:49:09,2,0,2,2,2
Case No. 306,1,2018/07/07 20:53:09,0,0,1,2,3
Case No. 306,3,2018/07/07 21:49:50,1,0,2,1,3
Case No. 306,3,2018/07/07 21:56:30,1,0,2,1,3
Case No. 306,0,2018/07/07 21:58:51,1,0,2,1,3
Case No. 306,4,2018/07/07 22:06:03,1,0,2,1,3
