case,event,startTime,Group
Case No. 934,BookTransport,2018/03/24 01:40:50.631,G2
Case No. 934,BookTransport,2018/03/24 01:55:18.631,G2
Case No. 934,BookTransport,2018/03/24 02:17:36.631,G2
Case No. 934,BookTransport,2018/03/24 02:36:53.631,G2
Case No. 934,BookTransport,2018/03/24 02:46:54.631,G2
Case No. 934,BookTransport,2018/03/24 03:02:22.631,G2
Case No. 935,UseTransport,2018/03/24 03:37:34.631,G4
Case No. 935,BookTransport,2018/03/24 03:51:33.631,G2
Case No. 935,BookTransport,2018/03/24 04:09:33.631,G2
Case No. 935,BookTransport,2018/03/24 04:36:56.631,G2
Case No. 935,BookTransport,2018/03/24 04:36:58.631,G2
Case No. 935,BookTransport,2018/03/24 05:16:53.631,G2
Case No. 935,BookTransport,2018/03/24 05:27:40.631,G2
Case No. 935,BookTransport,2018/03/24 05:36:28.631,G2
Case No. 935,BookTransport,2018/03/24 05:53:44.631,G2
Case No. 935,BookTransport,2018/03/24 06:06:04.631,G2
Case No. 935,BookTransport,2018/03/24 06:21:23.631,G2
Case No. 935,BookTransport,2018/03/24 06:54:41.631,G2
Case No. 936,UseTransport,2018/03/24 07:45:25.631,G2
Case No. 936,BookTransport,2018/03/24 07:47:31.631,G2
Case No. 936,BookTransport,2018/03/24 08:23:34.631,G2
Case No. 936,BookTransport,2018/03/24 08:31:58.631,G2
Case No. 936,BookTransport,2018/03/24 08:52:21.631,G2
Case No. 936,BookTransport,2018/03/24 09:01:59.631,G2
Case No. 936,BookTransport,2018/03/24 09:29:01.631,G2
Case No. 936,BookTransport,2018/03/24 10:15:02.631,G2
Case No. 936,BookTransport,2018/03/24 10:25:31.631,G2
Case No. 936,BookTransport,2018/03/24 10:33:17.631,G2
Case No. 936,BookTransport,2018/03/24 10:48:38.631,G2
Case No. 936,BookTransport,2018/03/24 11:06:27.631,G2
Case No. 937,ApproveApplication,2018/03/24 11:26:23.631,G4
Case No. 937,BookTransport,2018/03/24 11:36:55.631,G2
Case No. 937,BookTransport,2018/03/24 12:00:20.631,G2
Case No. 937,BookTransport,2018/03/24 12:15:09.631,G2
Case No. 937,BookTransport,2018/03/24 12:21:43.631,G2
Case No. 937,BookTransport,2018/03/24 12:48:02.631,G2
Case No. 937,BookTransport,2018/03/24 13:24:12.631,G2
Case No. 937,BookTransport,2018/03/24 13:28:57.631,G2
Case No. 937,BookTransport,2018/03/24 14:10:56.631,G2
Case No. 937,BookTransport,2018/03/24 14:25:10.631,G2
Case No. 937,BookTransport,2018/03/24 14:36:41.631,G2
Case No. 937,BookTransport,2018/03/24 14:46:55.631,G2
Case No. 938,DoSomething,2018/03/24 15:27:16.631,G1
Case No. 938,BookTransport,2018/03/24 16:43:32.631,G2
Case No. 938,BookTransport,2018/03/24 16:52:43.631,G2
Case No. 938,BookTransport,2018/03/24 17:05:48.631,G2
Case No. 938,BookTransport,2018/03/24 17:17:36.631,G2
Case No. 938,BookTransport,2018/03/24 17:31:24.631,G2
Case No. 938,BookTransport,2018/03/24 17:32:23.631,G2
Case No. 938,BookTransport,2018/03/24 17:40:46.631,G2
Case No. 938,BookTransport,2018/03/24 17:58:22.631,G2
Case No. 938,BookTransport,2018/03/24 18:10:27.631,G2
Case No. 938,BookTransport,2018/03/24 18:15:20.631,G2
Case No. 938,BookTransport,2018/03/24 18:33:17.631,G2
Case No. 939,DoSomething,2018/03/24 20:27:45.631,G2
Case No. 939,BookTransport,2018/03/24 20:31:04.631,G2
Case No. 939,BookTransport,2018/03/24 20:43:12.631,G2
Case No. 939,BookTransport,2018/03/24 20:59:00.631,G2
Case No. 939,BookTransport,2018/03/24 21:08:32.631,G2
Case No. 939,BookTransport,2018/03/24 21:22:05.631,G2
Case No. 939,BookTransport,2018/03/24 21:29:34.631,G2
Case No. 939,BookTransport,2018/03/24 22:06:16.631,G2
Case No. 939,BookTransport,2018/03/24 22:14:44.631,G2
Case No. 939,BookTransport,2018/03/24 22:27:54.631,G2
Case No. 939,BookTransport,2018/03/24 23:12:20.631,G2
Case No. 939,BookTransport,2018/03/24 23:18:38.631,G2
Case No. 940,ArchiveDocuments,2018/03/24 23:29:07.631,G2
Case No. 940,BookTransport,2018/03/24 23:37:24.631,G2
Case No. 940,BookTransport,2018/03/24 23:41:22.631,G2
Case No. 940,BookTransport,2018/03/24 23:53:50.631,G2
Case No. 940,BookTransport,2018/03/25 00:17:55.631,G2
Case No. 940,BookTransport,2018/03/25 00:40:04.631,G2
Case No. 940,BookTransport,2018/03/25 00:43:19.631,G2
Case No. 940,BookTransport,2018/03/25 01:25:47.631,G2
Case No. 940,BookTransport,2018/03/25 03:06:23.631,G2
Case No. 940,BookTransport,2018/03/25 03:10:05.631,G2
Case No. 940,BookTransport,2018/03/25 03:22:54.631,G2
Case No. 940,BookTransport,2018/03/25 03:34:55.631,G2
Case No. 941,ArchiveDocuments,2018/03/25 04:38:37.631,G1
Case No. 941,BookTransport,2018/03/25 05:11:59.631,G2
Case No. 941,BookTransport,2018/03/25 05:14:59.631,G2
Case No. 941,BookTransport,2018/03/25 05:27:09.631,G2
Case No. 941,BookTransport,2018/03/25 05:32:43.631,G2
Case No. 941,BookTransport,2018/03/25 05:41:01.631,G2
Case No. 941,BookTransport,2018/03/25 05:44:38.631,G2
Case No. 941,BookTransport,2018/03/25 06:15:19.631,G2
Case No. 941,BookTransport,2018/03/25 06:27:59.631,G2
Case No. 941,BookTransport,2018/03/25 06:51:44.631,G2
Case No. 941,BookTransport,2018/03/25 06:55:33.631,G2
Case No. 941,BookTransport,2018/03/25 07:06:18.631,G2
Case No. 942,ArchiveDocuments,2018/03/25 07:30:59.631,G4
Case No. 942,BookTransport,2018/03/25 07:34:12.631,G2
Case No. 942,BookTransport,2018/03/25 07:49:37.631,G2
Case No. 942,BookTransport,2018/03/25 08:19:50.631,G2
Case No. 942,BookTransport,2018/03/25 08:30:08.631,G2
Case No. 942,BookTransport,2018/03/25 09:05:29.631,G2
Case No. 942,BookTransport,2018/03/25 09:16:18.631,G2
Case No. 942,BookTransport,2018/03/25 09:46:31.631,G2
Case No. 942,BookTransport,2018/03/25 10:05:04.631,G2
Case No. 942,BookTransport,2018/03/25 10:40:34.631,G2
Case No. 942,BookTransport,2018/03/25 10:49:16.631,G2
Case No. 942,BookTransport,2018/03/25 11:00:05.631,G2
Case No. 943,ApplyForTrip,2018/03/25 11:51:55.631,G2
Case No. 943,BookTransport,2018/03/25 11:53:23.631,G2
Case No. 943,BookTransport,2018/03/25 12:08:42.631,G2
Case No. 943,BookTransport,2018/03/25 12:13:33.631,G2
Case No. 943,BookTransport,2018/03/25 12:17:59.631,G2
Case No. 943,BookTransport,2018/03/25 12:32:33.631,G2
Case No. 943,BookTransport,2018/03/25 13:23:31.631,G2
Case No. 943,BookTransport,2018/03/25 13:56:04.631,G2
Case No. 943,BookTransport,2018/03/25 14:02:02.631,G2
Case No. 943,BookTransport,2018/03/25 14:27:39.631,G2
Case No. 943,BookTransport,2018/03/25 14:53:14.631,G2
Case No. 943,BookTransport,2018/03/25 14:54:43.631,G2
Case No. 944,CollectTickets,2018/03/25 15:29:48.631,G1
Case No. 944,BookTransport,2018/03/25 16:11:37.631,G2
Case No. 944,BookTransport,2018/03/25 16:25:31.631,G2
Case No. 944,BookTransport,2018/03/25 16:43:14.631,G2
Case No. 944,BookTransport,2018/03/25 16:53:52.631,G2
Case No. 944,BookTransport,2018/03/25 17:23:49.631,G2
Case No. 944,BookTransport,2018/03/25 17:27:23.631,G2
Case No. 944,BookTransport,2018/03/25 17:57:22.631,G2
Case No. 944,BookTransport,2018/03/25 17:57:32.631,G2
Case No. 944,BookTransport,2018/03/25 18:06:56.631,G2
Case No. 944,BookTransport,2018/03/25 18:08:18.631,G2
Case No. 944,BookTransport,2018/03/25 18:48:41.631,G2
Case No. 945,CollectTickets,2018/03/25 20:37:30.631,G4
Case No. 945,BookTransport,2018/03/25 20:49:19.631,G2
Case No. 945,BookTransport,2018/03/25 20:54:20.631,G2
Case No. 945,BookTransport,2018/03/25 22:01:11.631,G2
Case No. 945,BookTransport,2018/03/25 22:02:44.631,G2
Case No. 945,BookTransport,2018/03/25 22:14:21.631,G2
Case No. 945,BookTransport,2018/03/25 22:22:33.631,G2
Case No. 945,BookTransport,2018/03/25 22:26:52.631,G2
Case No. 945,BookTransport,2018/03/25 22:31:05.631,G2
Case No. 945,BookTransport,2018/03/25 22:36:28.631,G2
Case No. 945,BookTransport,2018/03/25 22:48:26.631,G2
Case No. 945,BookTransport,2018/03/25 23:11:57.631,G2
Case No. 946,UseTransport,2018/03/22 11:30:12.631,G2
Case No. 946,UseTransport,2018/03/22 11:44:12.631,G2
Case No. 946,UseTransport,2018/03/22 12:00:17.631,G2
Case No. 946,UseTransport,2018/03/22 12:25:37.631,G2
Case No. 946,UseTransport,2018/03/22 12:27:25.631,G2
Case No. 946,UseTransport,2018/03/22 12:55:47.631,G2
Case No. 946,UseTransport,2018/03/22 12:58:31.631,G2
Case No. 946,UseTransport,2018/03/22 13:12:50.631,G2
Case No. 946,UseTransport,2018/03/22 13:30:21.631,G2
Case No. 946,UseTransport,2018/03/22 13:36:38.631,G2
Case No. 946,UseTransport,2018/03/22 14:06:49.631,G2
Case No. 946,UseTransport,2018/03/22 14:12:23.631,G2
Case No. 946,CollectTickets,2018/03/22 15:07:34.631,G2
Case No. 947,UseTransport,2018/03/22 15:25:24.631,G1
Case No. 947,UseTransport,2018/03/22 15:29:17.631,G2
Case No. 947,UseTransport,2018/03/22 15:50:19.631,G2
Case No. 947,UseTransport,2018/03/22 16:19:40.631,G2
Case No. 947,UseTransport,2018/03/22 16:57:01.631,G2
Case No. 947,UseTransport,2018/03/22 17:52:11.631,G2
Case No. 947,UseTransport,2018/03/22 17:53:06.631,G2
Case No. 947,UseTransport,2018/03/22 18:14:16.631,G2
Case No. 947,UseTransport,2018/03/22 18:15:24.631,G2
Case No. 947,UseTransport,2018/03/22 18:24:26.631,G2
Case No. 947,UseTransport,2018/03/22 18:37:04.631,G2
Case No. 947,UseTransport,2018/03/22 18:38:04.631,G2
Case No. 947,CollectTickets,2018/03/22 18:49:58.631,G2
Case No. 948,UseTransport,2018/03/22 19:31:08.631,G4
Case No. 948,UseTransport,2018/03/22 19:36:29.631,G2
Case No. 948,UseTransport,2018/03/22 19:41:17.631,G2
Case No. 948,UseTransport,2018/03/22 19:45:05.631,G2
Case No. 948,UseTransport,2018/03/22 19:46:02.631,G2
Case No. 948,UseTransport,2018/03/22 20:24:42.631,G2
Case No. 948,UseTransport,2018/03/22 21:29:51.631,G2
Case No. 948,UseTransport,2018/03/22 22:06:44.631,G2
Case No. 948,UseTransport,2018/03/22 22:16:41.631,G2
Case No. 948,UseTransport,2018/03/22 22:37:59.631,G2
Case No. 948,UseTransport,2018/03/22 22:58:00.631,G2
Case No. 948,UseTransport,2018/03/22 23:00:58.631,G2
Case No. 948,CollectTickets,2018/03/22 23:09:18.631,G2
Case No. 949,UseTransport,2018/03/22 23:31:45.631,G4
Case No. 949,UseTransport,2018/03/22 23:31:47.631,G1
Case No. 949,UseTransport,2018/03/22 23:37:52.631,G2
Case No. 949,UseTransport,2018/03/22 23:42:41.631,G2
Case No. 949,UseTransport,2018/03/23 00:09:21.631,G2
Case No. 949,UseTransport,2018/03/23 00:14:23.631,G2
Case No. 949,UseTransport,2018/03/23 00:14:30.631,G2
Case No. 949,UseTransport,2018/03/23 00:26:18.631,G2
Case No. 949,UseTransport,2018/03/23 00:43:55.631,G2
Case No. 949,UseTransport,2018/03/23 01:54:01.631,G2
Case No. 949,UseTransport,2018/03/23 02:22:31.631,G2
Case No. 949,UseTransport,2018/03/23 02:50:57.631,G2
Case No. 949,CollectTickets,2018/03/23 02:58:03.631,G2
Case No. 950,UseTransport,2018/03/23 03:31:58.631,G2
Case No. 950,UseTransport,2018/03/23 03:47:46.631,G1
Case No. 950,UseTransport,2018/03/23 03:58:48.631,G2
Case No. 950,UseTransport,2018/03/23 04:13:19.631,G2
Case No. 950,UseTransport,2018/03/23 04:16:41.631,G2
Case No. 950,UseTransport,2018/03/23 04:31:29.631,G2
Case No. 950,UseTransport,2018/03/23 04:51:41.631,G2
Case No. 950,UseTransport,2018/03/23 05:37:18.631,G2
Case No. 950,UseTransport,2018/03/23 05:44:22.631,G2
Case No. 950,UseTransport,2018/03/23 06:06:12.631,G2
Case No. 950,UseTransport,2018/03/23 06:14:34.631,G2
Case No. 950,UseTransport,2018/03/23 06:43:19.631,G2
Case No. 950,CollectTickets,2018/03/23 07:06:49.631,G2
Case No. 951,UseTransport,2018/03/23 07:42:34.631,G1
Case No. 951,UseTransport,2018/03/23 07:45:15.631,G1
Case No. 951,UseTransport,2018/03/23 08:34:16.631,G2
Case No. 951,UseTransport,2018/03/23 08:34:47.631,G2
Case No. 951,UseTransport,2018/03/23 09:06:16.631,G2
Case No. 951,UseTransport,2018/03/23 09:13:16.631,G2
Case No. 951,UseTransport,2018/03/23 09:14:18.631,G2
Case No. 951,UseTransport,2018/03/23 09:27:00.631,G2
Case No. 951,UseTransport,2018/03/23 09:28:16.631,G2
Case No. 951,UseTransport,2018/03/23 10:26:00.631,G2
Case No. 951,UseTransport,2018/03/23 10:36:03.631,G2
Case No. 951,UseTransport,2018/03/23 10:42:38.631,G2
Case No. 951,CollectTickets,2018/03/23 10:49:37.631,G2
Case No. 952,UseTransport,2018/03/23 11:21:50.631,G4
Case No. 952,UseTransport,2018/03/23 11:26:04.631,G4
Case No. 952,UseTransport,2018/03/23 11:50:20.631,G2
Case No. 952,UseTransport,2018/03/23 11:57:06.631,G2
Case No. 952,UseTransport,2018/03/23 11:59:09.631,G2
Case No. 952,UseTransport,2018/03/23 12:10:15.631,G2
Case No. 952,UseTransport,2018/03/23 12:25:00.631,G2
Case No. 952,UseTransport,2018/03/23 12:47:56.631,G2
Case No. 952,UseTransport,2018/03/23 13:31:05.631,G2
Case No. 952,UseTransport,2018/03/23 14:00:59.631,G2
Case No. 952,UseTransport,2018/03/23 14:05:24.631,G2
Case No. 952,UseTransport,2018/03/23 14:21:52.631,G2
Case No. 952,CollectTickets,2018/03/23 14:31:52.631,G2
Case No. 953,UseTransport,2018/03/23 15:52:48.631,G2
Case No. 953,UseTransport,2018/03/23 16:02:29.631,G4
Case No. 953,UseTransport,2018/03/23 16:32:11.631,G2
Case No. 953,UseTransport,2018/03/23 16:50:34.631,G2
Case No. 953,UseTransport,2018/03/23 17:01:54.631,G2
Case No. 953,UseTransport,2018/03/23 17:03:07.631,G2
Case No. 953,UseTransport,2018/03/23 17:04:23.631,G2
Case No. 953,UseTransport,2018/03/23 18:15:31.631,G2
Case No. 953,UseTransport,2018/03/23 18:16:16.631,G2
Case No. 953,UseTransport,2018/03/23 18:19:52.631,G2
Case No. 953,UseTransport,2018/03/23 18:23:57.631,G2
Case No. 953,UseTransport,2018/03/23 18:39:29.631,G2
Case No. 953,CollectTickets,2018/03/23 18:53:10.631,G2
Case No. 954,UseTransport,2018/03/23 19:29:12.631,G1
Case No. 954,UseTransport,2018/03/23 19:43:43.631,G4
Case No. 954,UseTransport,2018/03/23 19:50:30.631,G2
Case No. 954,UseTransport,2018/03/23 19:53:55.631,G2
Case No. 954,UseTransport,2018/03/23 20:34:17.631,G2
Case No. 954,UseTransport,2018/03/23 20:49:03.631,G2
Case No. 954,UseTransport,2018/03/23 20:52:13.631,G2
Case No. 954,UseTransport,2018/03/23 21:51:58.631,G2
Case No. 954,UseTransport,2018/03/23 21:53:29.631,G2
Case No. 954,UseTransport,2018/03/23 22:02:13.631,G2
Case No. 954,UseTransport,2018/03/23 22:36:11.631,G2
Case No. 954,UseTransport,2018/03/23 23:07:02.631,G2
Case No. 954,CollectTickets,2018/03/23 23:17:21.631,G2
Case No. 955,UseTransport,2018/03/23 23:39:05.631,G4
Case No. 955,UseTransport,2018/03/23 23:49:27.631,G4
Case No. 955,UseTransport,2018/03/24 00:00:04.631,G1
Case No. 955,UseTransport,2018/03/24 00:21:32.631,G2
Case No. 955,UseTransport,2018/03/24 00:24:34.631,G2
Case No. 955,UseTransport,2018/03/24 00:40:21.631,G2
Case No. 955,UseTransport,2018/03/24 00:56:44.631,G2
Case No. 955,UseTransport,2018/03/24 01:26:48.631,G2
Case No. 955,UseTransport,2018/03/24 02:35:58.631,G2
Case No. 955,UseTransport,2018/03/24 02:40:01.631,G2
Case No. 955,UseTransport,2018/03/24 02:49:37.631,G2
Case No. 955,UseTransport,2018/03/24 03:08:03.631,G2
Case No. 955,CollectTickets,2018/03/24 03:14:42.631,G2
Case No. 956,UseTransport,2018/03/24 04:24:05.631,G2
Case No. 956,UseTransport,2018/03/24 04:40:05.631,G2
Case No. 956,UseTransport,2018/03/24 04:42:16.631,G1
Case No. 956,UseTransport,2018/03/24 04:44:37.631,G2
Case No. 956,UseTransport,2018/03/24 05:11:45.631,G2
Case No. 956,UseTransport,2018/03/24 05:25:02.631,G2
Case No. 956,UseTransport,2018/03/24 05:49:50.631,G2
Case No. 956,UseTransport,2018/03/24 06:05:09.631,G2
Case No. 956,UseTransport,2018/03/24 06:25:16.631,G2
Case No. 956,UseTransport,2018/03/24 06:30:33.631,G2
Case No. 956,UseTransport,2018/03/24 06:35:15.631,G2
Case No. 956,UseTransport,2018/03/24 06:56:17.631,G2
Case No. 956,CollectTickets,2018/03/24 07:11:11.631,G2
Case No. 957,UseTransport,2018/03/24 07:25:17.631,G1
Case No. 957,UseTransport,2018/03/24 07:29:34.631,G2
Case No. 957,UseTransport,2018/03/24 07:59:29.631,G1
Case No. 957,UseTransport,2018/03/24 08:03:35.631,G2
Case No. 957,UseTransport,2018/03/24 08:17:46.631,G2
Case No. 957,UseTransport,2018/03/24 08:22:49.631,G2
Case No. 957,UseTransport,2018/03/24 08:46:40.631,G2
Case No. 957,UseTransport,2018/03/24 09:28:23.631,G2
Case No. 957,UseTransport,2018/03/24 09:35:47.631,G2
Case No. 957,UseTransport,2018/03/24 09:58:06.631,G2
Case No. 957,UseTransport,2018/03/24 10:26:23.631,G2
Case No. 957,UseTransport,2018/03/24 11:03:19.631,G2
Case No. 957,CollectTickets,2018/03/24 11:06:15.631,G2
Case No. 958,UseTransport,2018/03/24 11:32:37.631,G4
Case No. 958,UseTransport,2018/03/24 11:40:21.631,G2
Case No. 958,UseTransport,2018/03/24 12:18:12.631,G1
Case No. 958,UseTransport,2018/03/24 12:24:23.631,G2
Case No. 958,UseTransport,2018/03/24 12:57:21.631,G2
Case No. 958,UseTransport,2018/03/24 13:16:19.631,G2
Case No. 958,UseTransport,2018/03/24 13:30:27.631,G2
Case No. 958,UseTransport,2018/03/24 13:56:10.631,G2
Case No. 958,UseTransport,2018/03/24 14:17:35.631,G2
Case No. 958,UseTransport,2018/03/24 14:28:29.631,G2
Case No. 958,UseTransport,2018/03/24 14:31:49.631,G2
Case No. 958,UseTransport,2018/03/24 14:35:36.631,G2
Case No. 958,CollectTickets,2018/03/24 15:04:42.631,G2
Case No. 959,UseTransport,2018/03/24 15:36:33.631,G4
Case No. 959,UseTransport,2018/03/24 16:16:53.631,G1
Case No. 959,UseTransport,2018/03/24 16:30:06.631,G1
Case No. 959,UseTransport,2018/03/24 17:04:18.631,G2
Case No. 959,UseTransport,2018/03/24 17:15:15.631,G2
Case No. 959,UseTransport,2018/03/24 17:21:51.631,G2
Case No. 959,UseTransport,2018/03/24 17:24:41.631,G2
Case No. 959,UseTransport,2018/03/24 17:34:22.631,G2
Case No. 959,UseTransport,2018/03/24 18:00:31.631,G2
Case No. 959,UseTransport,2018/03/24 18:33:48.631,G2
Case No. 959,UseTransport,2018/03/24 18:37:12.631,G2
Case No. 959,UseTransport,2018/03/24 18:51:27.631,G2
Case No. 959,CollectTickets,2018/03/24 19:18:24.631,G2
Case No. 960,UseTransport,2018/03/24 19:29:19.631,G2
Case No. 960,UseTransport,2018/03/24 20:50:24.631,G1
Case No. 960,UseTransport,2018/03/24 20:57:47.631,G1
Case No. 960,UseTransport,2018/03/24 21:17:31.631,G2
Case No. 960,UseTransport,2018/03/24 21:29:18.631,G2
Case No. 960,UseTransport,2018/03/24 21:56:57.631,G2
Case No. 960,UseTransport,2018/03/24 22:05:29.631,G2
Case No. 960,UseTransport,2018/03/24 22:13:02.631,G2
Case No. 960,UseTransport,2018/03/24 22:22:48.631,G2
Case No. 960,UseTransport,2018/03/24 22:42:07.631,G2
Case No. 960,UseTransport,2018/03/24 22:42:47.631,G2
Case No. 960,UseTransport,2018/03/24 23:12:47.631,G2
Case No. 960,CollectTickets,2018/03/24 23:17:12.631,G2
Case No. 961,UseTransport,2018/03/24 23:50:11.631,G1
Case No. 961,UseTransport,2018/03/24 23:57:05.631,G1
Case No. 961,UseTransport,2018/03/24 23:58:04.631,G1
Case No. 961,UseTransport,2018/03/25 00:54:49.631,G2
Case No. 961,UseTransport,2018/03/25 01:13:40.631,G2
Case No. 961,UseTransport,2018/03/25 01:41:16.631,G2
Case No. 961,UseTransport,2018/03/25 01:49:30.631,G2
Case No. 961,UseTransport,2018/03/25 03:00:33.631,G2
Case No. 961,UseTransport,2018/03/25 03:28:41.631,G2
Case No. 961,UseTransport,2018/03/25 03:51:31.631,G2
Case No. 961,UseTransport,2018/03/25 03:04:45.631,G2
Case No. 961,UseTransport,2018/03/25 03:13:33.631,G2
Case No. 961,CollectTickets,2018/03/25 03:17:01.631,G2
Case No. 962,UseTransport,2018/03/25 03:40:51.631,G1
Case No. 962,UseTransport,2018/03/25 03:54:40.631,G4
Case No. 962,UseTransport,2018/03/25 04:00:00.631,G1
Case No. 962,UseTransport,2018/03/25 04:07:29.631,G2
Case No. 962,UseTransport,2018/03/25 04:15:49.631,G2
Case No. 962,UseTransport,2018/03/25 04:38:49.631,G2
Case No. 962,UseTransport,2018/03/25 05:26:33.631,G2
Case No. 962,UseTransport,2018/03/25 05:31:55.631,G2
Case No. 962,UseTransport,2018/03/25 05:36:43.631,G2
Case No. 962,UseTransport,2018/03/25 05:43:50.631,G2
Case No. 962,UseTransport,2018/03/25 06:25:30.631,G2
Case No. 962,UseTransport,2018/03/25 06:59:10.631,G2
Case No. 962,CollectTickets,2018/03/25 07:00:12.631,G2
Case No. 963,UseTransport,2018/03/25 07:34:05.631,G2
Case No. 963,UseTransport,2018/03/25 08:09:49.631,G4
Case No. 963,UseTransport,2018/03/25 08:23:37.631,G1
Case No. 963,UseTransport,2018/03/25 09:12:45.631,G2
Case No. 963,UseTransport,2018/03/25 09:18:54.631,G2
Case No. 963,UseTransport,2018/03/25 09:18:59.631,G2
Case No. 963,UseTransport,2018/03/25 09:25:54.631,G2
Case No. 963,UseTransport,2018/03/25 09:27:38.631,G2
Case No. 963,UseTransport,2018/03/25 09:58:21.631,G2
Case No. 963,UseTransport,2018/03/25 09:59:45.631,G2
Case No. 963,UseTransport,2018/03/25 10:30:29.631,G2
Case No. 963,UseTransport,2018/03/25 11:10:56.631,G2
Case No. 963,CollectTickets,2018/03/25 11:15:17.631,G2
Case No. 964,UseTransport,2018/03/25 11:24:23.631,G1
Case No. 964,UseTransport,2018/03/25 11:40:44.631,G4
Case No. 964,UseTransport,2018/03/25 11:52:09.631,G4
Case No. 964,UseTransport,2018/03/25 12:08:50.631,G2
Case No. 964,UseTransport,2018/03/25 12:28:28.631,G2
Case No. 964,UseTransport,2018/03/25 13:32:15.631,G2
Case No. 964,UseTransport,2018/03/25 13:53:35.631,G2
Case No. 964,UseTransport,2018/03/25 14:45:17.631,G2
Case No. 964,UseTransport,2018/03/25 14:45:42.631,G2
Case No. 964,UseTransport,2018/03/25 14:57:22.631,G2
Case No. 964,UseTransport,2018/03/25 15:00:19.631,G2
Case No. 964,UseTransport,2018/03/25 15:12:07.631,G2
Case No. 964,CollectTickets,2018/03/25 15:15:04.631,G2
Case No. 965,UseTransport,2018/03/25 15:34:22.631,G2
Case No. 965,UseTransport,2018/03/25 15:47:38.631,G2
Case No. 965,UseTransport,2018/03/25 15:57:19.631,G4
Case No. 965,UseTransport,2018/03/25 16:10:03.631,G2
Case No. 965,UseTransport,2018/03/25 16:32:08.631,G2
Case No. 965,UseTransport,2018/03/25 17:12:34.631,G2
Case No. 965,UseTransport,2018/03/25 17:45:43.631,G2
Case No. 965,UseTransport,2018/03/25 17:58:54.631,G2
Case No. 965,UseTransport,2018/03/25 18:20:34.631,G2
Case No. 965,UseTransport,2018/03/25 18:35:05.631,G2
Case No. 965,UseTransport,2018/03/25 18:35:56.631,G2
Case No. 965,UseTransport,2018/03/25 19:14:23.631,G2
Case No. 965,CollectTickets,2018/03/25 19:18:17.631,G2
Case No. 966,UseTransport,2018/03/25 20:01:17.631,G1
Case No. 966,UseTransport,2018/03/25 20:27:23.631,G2
Case No. 966,UseTransport,2018/03/25 20:43:51.631,G4
Case No. 966,UseTransport,2018/03/25 21:13:10.631,G2
Case No. 966,UseTransport,2018/03/25 21:27:44.631,G2
Case No. 966,UseTransport,2018/03/25 21:29:03.631,G2
Case No. 966,UseTransport,2018/03/25 21:52:45.631,G2
Case No. 966,UseTransport,2018/03/25 22:05:38.631,G2
Case No. 966,UseTransport,2018/03/25 22:39:44.631,G2
Case No. 966,UseTransport,2018/03/25 22:43:10.631,G2
Case No. 966,UseTransport,2018/03/25 23:07:14.631,G2
Case No. 966,UseTransport,2018/03/25 23:13:14.631,G2
Case No. 966,CollectTickets,2018/03/25 23:14:26.631,G2
Case No. 967,ApproveApplication,2018/03/22 11:23:59.631,G1
Case No. 967,ApplyForTrip,2018/03/22 11:35:44.631,G2
Case No. 967,BookAccomodation,2018/03/22 12:06:10.631,G2
Case No. 967,BookTransport,2018/03/22 12:23:30.631,G2
Case No. 967,BookAccomodation,2018/03/22 13:01:05.631,G2
Case No. 967,CollectTickets,2018/03/22 13:03:10.631,G2
Case No. 967,BookAccomodation,2018/03/22 13:25:49.631,G2
Case No. 967,ArchiveDocuments,2018/03/22 14:19:30.631,G2
Case No. 967,ApplyForTrip,2018/03/22 14:21:21.631,G2
Case No. 967,ArchiveDocuments,2018/03/22 14:40:05.631,G2
Case No. 967,CollectTickets,2018/03/22 14:41:02.631,G2
Case No. 967,CollectTickets,2018/03/22 14:42:33.631,G2
Case No. 967,ArchiveDocuments,2018/03/22 15:12:44.631,G2
Case No. 968,ApplyForTrip,2018/03/22 15:23:34.631,G2
Case No. 968,ApproveApplication,2018/03/22 15:27:44.631,G1
Case No. 968,BookAccomodation,2018/03/22 15:40:12.631,G2
Case No. 968,BookAccomodation,2018/03/22 16:02:01.631,G2
Case No. 968,BookTransport,2018/03/22 16:32:43.631,G2
Case No. 968,ArchiveDocuments,2018/03/22 17:07:51.631,G2
Case No. 968,BookAccomodation,2018/03/22 17:24:01.631,G2
Case No. 968,ApplyForTrip,2018/03/22 17:47:32.631,G2
Case No. 968,ArchiveDocuments,2018/03/22 18:00:53.631,G2
Case No. 968,ApproveApplication,2018/03/22 18:03:51.631,G2
Case No. 968,BookTransport,2018/03/22 18:04:58.631,G2
Case No. 968,CollectTickets,2018/03/22 18:58:06.631,G2
Case No. 968,UseTransport,2018/03/22 19:13:50.631,G2
Case No. 969,ApplyForTrip,2018/03/22 19:35:01.631,G2
Case No. 969,ApproveApplication,2018/03/22 19:50:11.631,G2
Case No. 969,BookTransport,2018/03/22 20:00:13.631,G1
Case No. 969,BookAccomodation,2018/03/22 21:07:58.631,G2
Case No. 969,BookAccomodation,2018/03/22 21:19:36.631,G2
Case No. 969,BookAccomodation,2018/03/22 21:40:23.631,G2
Case No. 969,ArchiveDocuments,2018/03/22 21:42:34.631,G2
Case No. 969,ApplyForTrip,2018/03/22 22:09:55.631,G2
Case No. 969,ArchiveDocuments,2018/03/22 22:10:07.631,G2
Case No. 969,ApproveApplication,2018/03/22 22:13:45.631,G2
